PA_RANK,Rank,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,HR_per_PA,RBI_per_PA,R_per_PA,WAR_per_PA
396,413,Brett Wisely,SFG,36,154,3,16,14,3,8.2%,24.0%,0.117,0.294,0.232,0.297,0.348,0.285,84,-0.1,-3.1,0.6,0.3,0.01948051948051948,0.09090909090909091,0.1038961038961039,0.001948051948051948
397,272,Jake Fraley,CIN,107,462,13,52,48,21,9.1%,20.0%,0.146,0.293,0.251,0.326,0.397,0.317,97,1.0,-0.9,-6.1,0.9,0.02813852813852814,0.1038961038961039,0.11255411255411256,0.001948051948051948
398,326,Caleb Durbin,MIL,71,308,4,31,25,18,8.2%,14.5%,0.102,0.252,0.224,0.306,0.326,0.284,80,1.6,-5.6,1.1,0.6,0.012987012987012988,0.08116883116883117,0.10064935064935066,0.001948051948051948
399,242,Rhys Hoskins,MIL,133,574,26,65,75,3,10.4%,27.5%,0.2,0.267,0.223,0.311,0.423,0.319,104,-0.7,2.0,-10.7,1.1,0.04529616724738676,0.13066202090592335,0.1132404181184669,0.0019163763066202093
400,280,Lenyn Sosa,CHW,97,420,12,40,45,3,4.0%,21.7%,0.141,0.288,0.246,0.278,0.387,0.288,86,-0.5,-7.4,1.2,0.8,0.02857142857142857,0.10714285714285714,0.09523809523809523,0.0019047619047619048
401,277,Colson Montgomery,CHW,97,420,8,43,35,3,9.7%,28.7%,0.116,0.275,0.203,0.297,0.319,0.278,79,-0.4,-10.5,4.5,0.8,0.01904761904761905,0.08333333333333333,0.10238095238095238,0.0019047619047619048
402,314,Manuel Margot,,75,322,5,35,30,6,6.9%,16.2%,0.117,0.296,0.259,0.314,0.375,0.302,94,-0.3,-2.4,-2.2,0.6,0.015527950310559006,0.09316770186335403,0.10869565217391304,0.0018633540372670807
403,309,Harrison Bader,,87,378,10,39,37,16,5.6%,21.0%,0.135,0.272,0.232,0.284,0.367,0.284,82,0.4,-7.4,1.4,0.7,0.026455026455026454,0.09788359788359788,0.10317460317460317,0.0018518518518518517
404,376,Spencer Torkelson,DET,50,217,8,25,27,1,10.6%,26.4%,0.183,0.276,0.226,0.314,0.409,0.315,107,-0.3,1.3,-4.7,0.4,0.03686635944700461,0.12442396313364056,0.1152073732718894,0.0018433179723502304
405,375,Abraham Toro,,50,217,5,23,21,3,7.2%,18.2%,0.13,0.276,0.239,0.301,0.369,0.295,89,-0.2,-2.9,-0.4,0.4,0.02304147465437788,0.0967741935483871,0.10599078341013825,0.0018433179723502304
406,255,Mike Yastrzemski,SFG,126,546,17,68,62,5,9.4%,26.0%,0.174,0.273,0.221,0.302,0.395,0.304,97,-0.6,-2.9,-5.7,1.0,0.031135531135531136,0.11355311355311355,0.12454212454212454,0.0018315018315018315
407,355,Jason Heyward,,63,273,8,31,30,4,8.4%,20.4%,0.161,0.263,0.231,0.302,0.392,0.303,95,-0.2,-1.7,-2.9,0.5,0.029304029304029304,0.10989010989010989,0.11355311355311355,0.0018315018315018315
408,230,Jeff McNeil,NYM,139,602,8,61,51,7,6.7%,13.1%,0.101,0.281,0.253,0.316,0.354,0.297,93,-0.5,-5.5,-3.5,1.1,0.013289036544850499,0.08471760797342193,0.10132890365448505,0.0018272425249169437
409,315,Miguel Andujar,ATH,76,329,7,34,33,4,5.1%,15.3%,0.128,0.294,0.265,0.303,0.393,0.302,100,-0.4,-0.3,-4.6,0.6,0.02127659574468085,0.10030395136778116,0.1033434650455927,0.00182370820668693
410,386,Noelvi Marte,CIN,52,224,6,22,24,7,6.8%,24.9%,0.145,0.291,0.237,0.292,0.382,0.294,81,0.3,-4.7,0.8,0.4,0.026785714285714284,0.10714285714285714,0.09821428571428571,0.0017857142857142859
411,388,Angel Martínez,CLE,52,224,4,23,20,4,7.1%,20.8%,0.114,0.279,0.23,0.29,0.344,0.279,82,-0.1,-4.8,0.9,0.4,0.017857142857142856,0.08928571428571429,0.10267857142857142,0.0017857142857142859
412,461,Nick Allen,ATL,26,112,1,11,8,3,7.8%,17.1%,0.083,0.285,0.24,0.302,0.322,0.279,76,-0.1,-3.3,1.0,0.2,0.008928571428571428,0.07142857142857142,0.09821428571428571,0.0017857142857142859
413,460,Miguel Sanó,,26,112,6,12,15,0,8.9%,35.1%,0.21,0.293,0.219,0.295,0.43,0.314,102,-0.1,0.2,-2.4,0.2,0.05357142857142857,0.13392857142857142,0.10714285714285714,0.0017857142857142859
414,278,Tommy Pham,,110,476,12,54,49,10,8.2%,22.7%,0.145,0.298,0.246,0.31,0.391,0.307,98,-0.6,-1.8,-6.1,0.8,0.025210084033613446,0.10294117647058823,0.1134453781512605,0.0016806722689075631
415,325,Nick Yorke,PIT,83,357,8,38,34,9,7.7%,23.5%,0.127,0.306,0.246,0.308,0.373,0.299,88,0.0,-5.1,-1.0,0.6,0.022408963585434174,0.09523809523809523,0.10644257703081232,0.001680672268907563
416,432,Garrett Stubbs,PHI,31,122,1,12,8,2,9.3%,25.1%,0.09,0.281,0.213,0.295,0.303,0.27,71,0.0,-4.3,2.4,0.2,0.00819672131147541,0.06557377049180328,0.09836065573770492,0.001639344262295082
417,268,Andrew Benintendi,CHW,128,553,10,58,50,7,8.5%,17.0%,0.118,0.288,0.25,0.316,0.369,0.301,95,-0.9,-3.9,-5.9,0.9,0.018083182640144666,0.09041591320072333,0.10488245931283906,0.0016274864376130199
418,342,Enrique Hernández,,71,308,8,31,32,1,7.5%,19.6%,0.141,0.259,0.227,0.288,0.367,0.288,85,-0.4,-6.0,0.9,0.5,0.025974025974025976,0.1038961038961039,0.10064935064935066,0.0016233766233766235
419,345,Ryan Bliss,SEA,71,308,6,31,27,23,7.7%,27.5%,0.12,0.269,0.206,0.274,0.326,0.266,78,1.4,-6.5,1.1,0.5,0.01948051948051948,0.08766233766233766,0.10064935064935066,0.0016233766233766235
420,296,DJ LeMahieu,NYY,100,434,7,44,34,3,10.0%,17.8%,0.103,0.279,0.239,0.318,0.342,0.295,91,-0.8,-5.2,-2.2,0.7,0.016129032258064516,0.07834101382488479,0.10138248847926268,0.0016129032258064516
421,297,Kyle Manzardo,CLE,100,434,15,49,54,1,10.3%,21.9%,0.178,0.266,0.232,0.314,0.41,0.315,107,-0.6,2.7,-10.1,0.7,0.03456221198156682,0.12442396313364056,0.11290322580645161,0.0016129032258064516
422,341,Sam Hilliard,COL,73,315,14,41,41,9,9.2%,31.4%,0.211,0.302,0.234,0.305,0.445,0.323,94,0.4,-2.0,-3.3,0.5,0.044444444444444446,0.13015873015873017,0.13015873015873017,0.0015873015873015873
423,393,Austin Martin,MIN,44,189,1,20,12,7,10.2%,18.7%,0.074,0.283,0.228,0.326,0.302,0.287,87,0.4,-2.5,-0.6,0.3,0.005291005291005291,0.06349206349206349,0.10582010582010581,0.0015873015873015873
424,433,Weston Wilson,PHI,29,126,5,14,15,4,8.8%,29.6%,0.185,0.275,0.22,0.29,0.405,0.302,92,0.2,-1.0,-1.1,0.2,0.03968253968253968,0.11904761904761904,0.1111111111111111,0.0015873015873015873
425,412,Tim Anderson,,44,189,2,18,14,4,4.5%,23.4%,0.085,0.323,0.253,0.29,0.338,0.276,77,-0.1,-5.2,1.6,0.3,0.010582010582010581,0.07407407407407407,0.09523809523809523,0.0015873015873015873
426,372,Bryan De La Cruz,ATL,58,252,9,26,30,2,5.8%,25.7%,0.166,0.302,0.249,0.294,0.415,0.306,94,-0.3,-2.0,-2.4,0.4,0.03571428571428571,0.11904761904761904,0.10317460317460317,0.0015873015873015873
427,426,Marco Luciano,SFG,29,126,4,13,13,1,10.3%,30.8%,0.144,0.295,0.217,0.3,0.361,0.292,88,-0.2,-1.9,0.1,0.2,0.031746031746031744,0.10317460317460317,0.10317460317460317,0.0015873015873015873
428,428,Yan Gomes,,32,128,3,12,12,1,4.4%,23.7%,0.12,0.274,0.224,0.268,0.344,0.268,71,-0.2,-4.5,2.5,0.2,0.0234375,0.09375,0.09375,0.0015625
429,463,Austin Wynns,,16,64,1,6,5,0,7.3%,26.0%,0.109,0.288,0.222,0.286,0.33,0.274,75,-0.1,-2.0,1.3,0.1,0.015625,0.078125,0.09375,0.0015625
430,511,Jason Delay,PIT,16,64,0,6,5,0,6.6%,22.0%,0.079,0.29,0.227,0.284,0.306,0.264,65,-0.1,-2.8,1.3,0.1,0.0,0.078125,0.09375,0.0015625
431,384,Luisangel Acuña,NYM,60,259,5,26,21,16,5.3%,21.7%,0.109,0.288,0.238,0.277,0.347,0.273,77,1.2,-5.9,1.0,0.4,0.019305019305019305,0.08108108108108109,0.10038610038610038,0.0015444015444015444
432,344,Mauricio Dubón,HOU,76,329,5,32,29,4,5.0%,14.2%,0.106,0.291,0.26,0.3,0.366,0.291,90,-0.4,-4.1,-1.9,0.5,0.015197568389057751,0.08814589665653495,0.0972644376899696,0.001519756838905775
433,383,Michael A. Taylor,,62,266,8,27,27,7,7.2%,31.4%,0.146,0.294,0.219,0.279,0.364,0.282,81,-0.1,-6.1,0.9,0.4,0.03007518796992481,0.10150375939849623,0.10150375939849623,0.0015037593984962407
434,365,Nicky Lopez,,62,266,1,28,15,6,8.3%,15.2%,0.064,0.289,0.244,0.314,0.308,0.28,79,-0.2,-6.6,1.9,0.4,0.0037593984962406013,0.05639097744360902,0.10526315789473684,0.0015037593984962407
435,434,Jonatan Clase,TOR,31,133,3,15,13,11,8.7%,30.3%,0.139,0.284,0.21,0.281,0.349,0.278,80,1.1,-1.9,-0.4,0.2,0.022556390977443608,0.09774436090225563,0.11278195488721804,0.0015037593984962407
436,454,Andruw Monasterio,MIL,31,133,2,13,10,4,10.0%,24.7%,0.093,0.293,0.224,0.307,0.316,0.281,78,0.1,-3.4,0.5,0.2,0.015037593984962405,0.07518796992481203,0.09774436090225563,0.0015037593984962407
437,318,Eguy Rosario,SDP,92,399,13,45,46,11,8.0%,25.7%,0.169,0.275,0.225,0.293,0.394,0.299,95,0.0,-2.6,-4.8,0.6,0.03258145363408521,0.11528822055137844,0.11278195488721804,0.0015037593984962405
438,362,Dylan Carlson,,65,280,5,32,26,3,9.4%,22.7%,0.129,0.292,0.235,0.318,0.364,0.302,94,-0.3,-2.1,-3.0,0.4,0.017857142857142856,0.09285714285714286,0.11428571428571428,0.0014285714285714286
439,391,Miguel Rojas,LAD,49,210,3,20,17,4,6.3%,12.7%,0.095,0.266,0.241,0.295,0.336,0.279,79,-0.1,-5.3,1.6,0.3,0.014285714285714285,0.08095238095238096,0.09523809523809523,0.0014285714285714286
440,418,Jacob Melton,HOU,49,210,6,20,22,10,5.9%,27.5%,0.144,0.265,0.212,0.26,0.356,0.268,74,0.9,-5.3,0.8,0.3,0.02857142857142857,0.10476190476190476,0.09523809523809523,0.0014285714285714286
441,380,Alex Call,WSN,65,280,5,30,24,8,11.7%,19.8%,0.12,0.26,0.219,0.32,0.34,0.296,90,0.0,-3.6,-2.0,0.4,0.017857142857142856,0.08571428571428572,0.10714285714285714,0.0014285714285714286
442,396,Zach McKinstry,DET,49,210,3,26,17,7,7.9%,21.7%,0.121,0.281,0.228,0.294,0.349,0.284,85,0.0,-3.7,-0.2,0.3,0.014285714285714285,0.08095238095238096,0.12380952380952381,0.0014285714285714286
443,395,Will Benson,CIN,50,217,7,28,24,9,12.5%,34.0%,0.182,0.294,0.209,0.313,0.391,0.31,92,0.1,-2.0,-2.0,0.3,0.03225806451612903,0.11059907834101383,0.12903225806451613,0.0013824884792626728
444,397,Santiago Espinal,CIN,50,217,3,21,18,5,7.5%,14.6%,0.098,0.287,0.253,0.313,0.351,0.294,81,-0.1,-5.0,0.9,0.3,0.013824884792626729,0.08294930875576037,0.0967741935483871,0.0013824884792626728
445,290,Josh Bell,WSN,134,581,18,65,63,1,9.7%,19.2%,0.156,0.282,0.249,0.325,0.404,0.319,105,-1.2,2.1,-14.2,0.8,0.03098106712564544,0.10843373493975904,0.11187607573149742,0.001376936316695353
446,377,Garrett Hampson,,68,294,3,32,23,9,7.3%,24.6%,0.099,0.312,0.238,0.296,0.338,0.281,80,0.4,-6.6,0.6,0.4,0.01020408163265306,0.0782312925170068,0.10884353741496598,0.001360544217687075
447,447,Jared Triolo,PIT,34,147,2,15,11,3,9.8%,25.4%,0.098,0.314,0.237,0.315,0.335,0.291,83,0.0,-3.0,-0.1,0.2,0.013605442176870748,0.07482993197278912,0.10204081632653061,0.001360544217687075
448,322,Mike Tauchman,CHW,102,441,7,47,35,6,12.2%,21.8%,0.107,0.288,0.231,0.331,0.338,0.301,95,-0.6,-3.0,-5.8,0.6,0.015873015873015872,0.07936507936507936,0.10657596371882086,0.0013605442176870747
449,430,J.D. Davis,,36,154,5,16,16,0,8.7%,31.2%,0.151,0.307,0.226,0.302,0.377,0.299,92,-0.2,-1.6,-1.2,0.2,0.032467532467532464,0.1038961038961039,0.1038961038961039,0.0012987012987012987
450,476,Jose Herrera,ARI,19,77,1,8,5,0,9.1%,22.1%,0.08,0.285,0.223,0.296,0.302,0.269,69,-0.1,-2.9,1.5,0.1,0.012987012987012988,0.06493506493506493,0.1038961038961039,0.0012987012987012987
451,423,Adrian Del Castillo,ARI,37,154,4,18,17,0,8.6%,24.8%,0.157,0.285,0.231,0.3,0.388,0.301,90,-0.3,-2.0,-0.7,0.2,0.025974025974025976,0.11038961038961038,0.11688311688311688,0.0012987012987012987
452,360,Derek Hill,MIA,73,315,7,38,29,9,5.4%,27.9%,0.135,0.317,0.24,0.285,0.374,0.287,80,0.2,-7.2,1.0,0.4,0.022222222222222223,0.09206349206349207,0.12063492063492064,0.0012698412698412698
453,291,Alex Verdugo,,130,560,12,59,55,4,7.9%,15.3%,0.129,0.273,0.247,0.309,0.376,0.3,93,-0.9,-5.4,-6.0,0.7,0.02142857142857143,0.09821428571428571,0.10535714285714286,0.00125
454,443,Daniel Schneemann,CLE,37,161,3,16,14,3,9.9%,26.6%,0.112,0.283,0.214,0.292,0.326,0.276,79,0.0,-3.8,0.3,0.2,0.018633540372670808,0.08695652173913043,0.09937888198757763,0.0012422360248447205
455,417,Drew Romo,COL,62,243,4,27,22,3,4.0%,21.4%,0.123,0.295,0.245,0.278,0.367,0.28,65,-0.1,-10.3,4.8,0.3,0.01646090534979424,0.09053497942386832,0.1111111111111111,0.0012345679012345679
456,419,José Abreu,,57,245,8,25,27,1,7.0%,22.0%,0.154,0.281,0.24,0.304,0.394,0.305,97,-0.4,-1.3,-4.4,0.3,0.0326530612244898,0.11020408163265306,0.10204081632653061,0.0012244897959183673
457,320,Christian Encarnacion-Strand,CIN,113,490,21,57,65,3,5.6%,27.1%,0.195,0.313,0.255,0.304,0.45,0.324,101,-0.5,0.1,-10.4,0.6,0.04285714285714286,0.1326530612244898,0.11632653061224489,0.0012244897959183673
458,394,Brandon Drury,,57,245,8,26,28,1,6.6%,23.8%,0.164,0.272,0.231,0.289,0.395,0.298,91,-0.4,-2.9,-2.1,0.3,0.0326530612244898,0.11428571428571428,0.10612244897959183,0.0012244897959183673
459,414,Kyle Farmer,COL,57,245,5,28,23,4,6.1%,19.5%,0.129,0.3,0.253,0.314,0.383,0.306,83,-0.6,-5.7,0.2,0.3,0.02040816326530612,0.09387755102040816,0.11428571428571428,0.0012244897959183673
460,373,Blake Perkins,MIL,76,329,6,35,26,13,10.3%,26.0%,0.11,0.283,0.216,0.299,0.325,0.28,78,0.6,-8.2,1.2,0.4,0.0182370820668693,0.0790273556231003,0.10638297872340426,0.0012158054711246201
461,359,Starling Marte,NYM,96,413,10,46,38,17,6.1%,21.2%,0.13,0.306,0.254,0.312,0.384,0.305,99,0.5,-0.2,-9.1,0.5,0.024213075060532687,0.09200968523002422,0.11138014527845036,0.0012106537530266344
462,469,Jon Singleton,HOU,19,84,3,10,9,0,12.7%,27.7%,0.17,0.275,0.22,0.317,0.39,0.311,104,-0.1,0.3,-1.8,0.1,0.03571428571428571,0.10714285714285714,0.11904761904761904,0.0011904761904761906
463,470,Bryan Ramos,CHW,19,84,2,8,9,1,6.3%,23.9%,0.14,0.267,0.222,0.281,0.362,0.282,82,-0.1,-1.8,0.3,0.1,0.023809523809523808,0.10714285714285714,0.09523809523809523,0.0011904761904761906
464,479,Max Muncy,ATH,19,84,2,8,8,1,6.6%,31.9%,0.122,0.292,0.209,0.271,0.331,0.266,75,0.0,-2.4,0.6,0.1,0.023809523809523808,0.09523809523809523,0.09523809523809523,0.0011904761904761906
465,483,Justyn-Henry Malloy,DET,19,84,2,9,8,1,13.0%,29.8%,0.134,0.301,0.219,0.326,0.353,0.304,99,-0.1,-0.2,-1.6,0.1,0.023809523809523808,0.09523809523809523,0.10714285714285714,0.0011904761904761906
466,509,Michael Helman,MIN,19,84,2,8,8,2,6.6%,25.4%,0.136,0.268,0.216,0.273,0.352,0.275,78,0.1,-2.0,-0.1,0.1,0.023809523809523808,0.09523809523809523,0.09523809523809523,0.0011904761904761906
467,307,Dylan Crews,WSN,136,588,14,68,58,28,6.3%,23.2%,0.141,0.286,0.235,0.294,0.376,0.293,87,1.9,-7.0,-6.0,0.7,0.023809523809523808,0.09863945578231292,0.11564625850340136,0.0011904761904761904
468,332,Jose Iglesias,,117,504,6,47,42,5,3.9%,16.7%,0.094,0.293,0.252,0.289,0.346,0.279,79,-0.7,-13.3,2.1,0.6,0.011904761904761904,0.08333333333333333,0.09325396825396826,0.0011904761904761904
469,353,Mark Canha,,99,427,6,46,35,6,9.7%,19.9%,0.104,0.289,0.236,0.334,0.34,0.304,96,-0.3,-2.5,-7.2,0.5,0.01405152224824356,0.08196721311475409,0.10772833723653395,0.00117096018735363
470,415,Stuart Fairchild,CIN,60,259,8,29,27,9,7.9%,26.5%,0.155,0.285,0.226,0.304,0.381,0.301,86,0.1,-4.2,-1.8,0.3,0.03088803088803089,0.10424710424710425,0.11196911196911197,0.0011583011583011582
471,408,Adam Duvall,,62,266,13,28,36,1,6.5%,30.6%,0.201,0.262,0.214,0.273,0.414,0.297,91,-0.3,-3.2,-2.8,0.3,0.04887218045112782,0.13533834586466165,0.10526315789473684,0.0011278195488721803
472,504,Colby Thomas,ATH,21,91,3,10,11,2,4.1%,30.1%,0.173,0.28,0.218,0.263,0.391,0.282,86,0.0,-1.4,-1.0,0.1,0.03296703296703297,0.12087912087912088,0.10989010989010989,0.001098901098901099
473,452,David Fry,CLE,42,182,5,21,19,2,8.5%,22.6%,0.149,0.286,0.236,0.314,0.385,0.307,101,-0.2,0.1,-4.6,0.2,0.027472527472527472,0.1043956043956044,0.11538461538461539,0.001098901098901099
474,472,Jared Young,NYM,21,91,3,10,9,1,9.1%,25.0%,0.156,0.275,0.224,0.308,0.38,0.303,97,-0.1,-0.4,-1.4,0.1,0.03296703296703297,0.0989010989010989,0.10989010989010989,0.001098901098901099
475,378,Wenceel Pérez,DET,84,364,6,49,29,11,7.6%,20.8%,0.127,0.288,0.237,0.297,0.364,0.29,89,0.4,-4.2,-4.1,0.4,0.016483516483516484,0.07967032967032966,0.1346153846153846,0.001098901098901099
476,431,Connor Joe,,42,182,4,21,18,2,10.4%,22.4%,0.137,0.283,0.23,0.32,0.367,0.305,96,-0.3,-1.1,-2.7,0.2,0.02197802197802198,0.0989010989010989,0.11538461538461539,0.001098901098901099
477,478,Daniel Vogelbach,,21,91,3,10,10,0,12.9%,24.7%,0.165,0.274,0.225,0.327,0.39,0.317,104,-0.2,0.3,-2.3,0.1,0.03296703296703297,0.10989010989010989,0.10989010989010989,0.001098901098901099
478,349,J.D. Martinez,,110,476,20,54,62,0,8.5%,28.2%,0.193,0.287,0.232,0.302,0.425,0.314,103,-0.8,0.8,-11.9,0.5,0.04201680672268908,0.13025210084033614,0.1134453781512605,0.0010504201680672268
479,389,Adam Frazier,,66,287,3,31,22,5,7.4%,15.7%,0.097,0.28,0.241,0.306,0.338,0.286,84,-0.4,-5.9,-0.3,0.3,0.010452961672473868,0.07665505226480836,0.10801393728222997,0.0010452961672473868
480,477,Kameron Misner,TBR,23,98,2,11,9,4,11.3%,34.6%,0.136,0.29,0.197,0.291,0.333,0.279,84,0.2,-1.5,-0.6,0.1,0.02040816326530612,0.09183673469387756,0.11224489795918367,0.0010204081632653062
481,484,Joey Wiemer,KCR,23,98,2,10,10,3,9.3%,27.0%,0.14,0.29,0.225,0.302,0.365,0.294,86,0.1,-1.5,-0.8,0.1,0.02040816326530612,0.10204081632653061,0.10204081632653061,0.0010204081632653062
482,338,Jacob Young,WSN,139,602,2,60,36,35,6.2%,18.7%,0.068,0.295,0.239,0.298,0.308,0.271,73,2.8,-16.8,2.2,0.6,0.0033222591362126247,0.059800664451827246,0.09966777408637874,0.0009966777408637873
483,425,Ben Gamel,,47,203,4,23,19,1,11.5%,26.7%,0.13,0.295,0.225,0.316,0.355,0.298,92,-0.4,-2.3,-2.2,0.2,0.019704433497536946,0.09359605911330049,0.11330049261083744,0.0009852216748768474
484,468,Tomás Nido,,26,102,2,9,9,0,4.3%,24.7%,0.115,0.28,0.225,0.26,0.34,0.262,67,-0.1,-4.1,2.0,0.1,0.0196078431372549,0.08823529411764706,0.08823529411764706,0.000980392156862745
485,385,Hyeseong Kim,LAD,97,420,9,44,40,7,7.6%,26.0%,0.122,0.278,0.217,0.285,0.339,0.275,77,-0.1,-11.8,1.6,0.4,0.02142857142857143,0.09523809523809523,0.10476190476190476,0.0009523809523809524
486,522,Eli White,ATL,24,105,2,11,9,4,8.2%,29.0%,0.123,0.299,0.222,0.295,0.345,0.284,80,0.2,-2.3,-0.7,0.1,0.01904761904761905,0.08571428571428572,0.10476190476190476,0.0009523809523809524
487,486,Luis Matos,SFG,26,112,3,11,12,2,5.2%,14.6%,0.13,0.262,0.242,0.288,0.372,0.288,86,0.0,-1.9,-0.9,0.1,0.026785714285714284,0.10714285714285714,0.09821428571428571,0.0008928571428571429
488,455,Tyler Wade,SDP,52,224,2,20,14,13,8.2%,22.9%,0.072,0.288,0.222,0.293,0.293,0.265,72,0.7,-6.9,1.0,0.2,0.008928571428571428,0.0625,0.08928571428571429,0.0008928571428571429
489,495,Martín Maldonado,,29,115,3,10,11,0,7.3%,33.0%,0.133,0.253,0.186,0.253,0.319,0.254,61,-0.1,-5.3,2.3,0.1,0.02608695652173913,0.09565217391304348,0.08695652173913043,0.0008695652173913044
490,440,Brady House,WSN,53,231,6,22,23,1,3.8%,28.0%,0.132,0.302,0.234,0.272,0.366,0.278,77,-0.2,-6.6,0.8,0.2,0.025974025974025976,0.09956709956709957,0.09523809523809523,0.0008658008658008658
491,457,Matt Mervis,MIA,55,238,10,26,31,1,8.0%,28.5%,0.192,0.28,0.227,0.297,0.419,0.31,96,-0.3,-1.5,-4.9,0.2,0.04201680672268908,0.13025210084033614,0.1092436974789916,0.0008403361344537816
492,340,Carlos Santana,CLE,138,595,18,61,63,4,10.8%,17.6%,0.149,0.242,0.221,0.308,0.369,0.3,96,-0.9,-3.7,-10.9,0.5,0.030252100840336135,0.10588235294117647,0.10252100840336134,0.0008403361344537816
493,439,Nathan Lukes,TOR,57,245,3,25,20,3,6.8%,19.3%,0.098,0.3,0.247,0.303,0.345,0.286,86,-0.3,-4.1,-2.1,0.2,0.012244897959183673,0.08163265306122448,0.10204081632653061,0.0008163265306122449
494,474,Vidal Bruján,CHC,29,126,2,14,10,5,8.4%,20.1%,0.105,0.269,0.221,0.293,0.326,0.276,78,-0.1,-3.4,0.3,0.1,0.015873015873015872,0.07936507936507936,0.1111111111111111,0.0007936507936507937
495,448,Dane Myers,MIA,58,252,6,26,24,6,6.1%,28.0%,0.13,0.312,0.237,0.294,0.367,0.29,82,0.1,-5.2,-1.5,0.2,0.023809523809523808,0.09523809523809523,0.10317460317460317,0.0007936507936507937
496,492,Jared Serna,MIA,29,126,3,12,13,2,5.7%,22.2%,0.127,0.27,0.225,0.276,0.352,0.276,73,0.0,-4.2,0.8,0.1,0.023809523809523808,0.10317460317460317,0.09523809523809523,0.0007936507936507937
497,421,Joey Loperfido,TOR,87,378,12,42,42,10,7.3%,32.6%,0.161,0.292,0.214,0.28,0.375,0.286,87,0.3,-5.5,-4.7,0.3,0.031746031746031744,0.1111111111111111,0.1111111111111111,0.0007936507936507937
498,489,Tyler Locklear,SEA,29,126,4,13,13,1,8.3%,30.1%,0.147,0.278,0.209,0.295,0.356,0.289,93,-0.1,-1.1,-2.2,0.1,0.031746031746031744,0.10317460317460317,0.10317460317460317,0.0007936507936507937
499,399,Wilmer Flores,SFG,91,392,11,42,42,1,8.5%,15.2%,0.149,0.261,0.242,0.313,0.391,0.308,99,-0.6,-1.1,-8.9,0.3,0.02806122448979592,0.10714285714285714,0.10714285714285714,0.0007653061224489796
500,436,Brett Sullivan,SDP,66,265,4,25,22,2,6.7%,18.3%,0.107,0.245,0.21,0.266,0.317,0.258,67,-0.3,-10.7,4.0,0.2,0.01509433962264151,0.0830188679245283,0.09433962264150944,0.0007547169811320755
501,371,Victor Scott II,STL,125,539,6,57,37,39,6.1%,20.7%,0.092,0.275,0.224,0.279,0.317,0.264,69,4.0,-15.9,1.9,0.4,0.011131725417439703,0.0686456400742115,0.10575139146567718,0.0007421150278293136
502,368,Jeimer Candelario,CIN,125,539,19,62,67,5,7.6%,23.8%,0.179,0.28,0.236,0.302,0.414,0.311,92,-1.0,-5.9,-8.0,0.4,0.03525046382189239,0.12430426716141002,0.1150278293135436,0.0007421150278293136
503,398,Mitch Haniger,SEA,96,413,15,43,46,1,8.3%,28.4%,0.164,0.27,0.217,0.289,0.381,0.293,96,-0.6,-2.3,-8.4,0.3,0.03631961259079903,0.11138014527845036,0.10411622276029056,0.0007263922518159806
504,508,Nick Senzel,CHW,34,147,3,14,13,2,8.6%,21.6%,0.113,0.267,0.221,0.292,0.333,0.278,78,-0.2,-4.0,-0.3,0.1,0.02040816326530612,0.08843537414965986,0.09523809523809523,0.0006802721088435375
505,390,Anthony Rizzo,,104,448,13,47,46,2,8.4%,19.4%,0.145,0.255,0.226,0.312,0.371,0.303,95,-0.9,-3.5,-8.0,0.3,0.029017857142857144,0.10267857142857142,0.10491071428571429,0.0006696428571428571
506,466,Travis Bazzana,CLE,36,154,3,15,14,2,8.9%,29.7%,0.119,0.281,0.206,0.288,0.325,0.274,78,0.0,-3.9,0.2,0.1,0.01948051948051948,0.09090909090909091,0.09740259740259741,0.0006493506493506494
507,499,Ildemaro Vargas,WSN,36,154,1,15,12,3,6.0%,11.9%,0.09,0.263,0.238,0.286,0.329,0.271,73,-0.1,-5.0,0.6,0.1,0.006493506493506494,0.07792207792207792,0.09740259740259741,0.0006493506493506494
508,480,Sean Bouchard,COL,37,161,5,23,18,3,10.1%,26.6%,0.179,0.31,0.242,0.325,0.421,0.325,95,-0.1,-1.0,-3.3,0.1,0.031055900621118012,0.11180124223602485,0.14285714285714285,0.0006211180124223603
509,475,Gage Workman,CHC,37,161,4,19,15,6,7.9%,34.9%,0.14,0.306,0.209,0.272,0.349,0.273,76,0.3,-4.4,0.2,0.1,0.024844720496894408,0.09316770186335403,0.11801242236024845,0.0006211180124223603
510,502,Blaze Alexander,ARI,39,168,4,19,16,2,7.2%,30.3%,0.137,0.314,0.229,0.298,0.366,0.293,85,-0.2,-3.2,-1.7,0.1,0.023809523809523808,0.09523809523809523,0.1130952380952381,0.0005952380952380953
511,435,Whit Merrifield,,81,350,4,33,27,14,7.3%,17.4%,0.09,0.277,0.235,0.295,0.326,0.276,76,0.3,-9.3,-0.2,0.2,0.011428571428571429,0.07714285714285714,0.09428571428571429,0.0005714285714285715
512,514,Brock Wilken,MIL,40,175,5,18,17,-1,10.7%,32.9%,0.14,0.261,0.189,0.282,0.329,0.274,74,-0.4,-5.9,0.6,0.1,0.02857142857142857,0.09714285714285714,0.10285714285714286,0.0005714285714285715
